join_key,experiment,experiment_date,model.loss,model.model_architecture,model.pos_weight,model.alpha,model.lr,dataloader.batch_size,training.max_epochs,threshold,TN,FP,FN,TP,precision,recall,TPR,FPR,f1score,accuracy,prevalence,fp_per_mneg,metrics_path,config_path
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.74,89320136,142460,74656,115996,0.4488036632537842,0.6084174513816833,0.6084174513816833,0.0015923974569886923,0.516561724293186,0.9975782695569491,0.0021265487224735014,1592.3973411189634,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.73,89319537,143059,74528,116124,0.44803863763809204,0.6090888381004333,0.6090888381004333,0.0015990929678082466,0.5162959803545693,0.9975730159826446,0.0021265487224735014,1599.0928767593552,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.72,89319006,143590,74393,116259,0.44740983843803406,0.6097968816757202,0.6097968816757202,0.0016050284029915929,0.5161320281452522,0.9975685989647581,0.0021265487224735014,1605.0283182035091,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.7100000000000001,89318413,144183,74274,116378,0.44664397835731506,0.6104210615158081,0.6104210615158081,0.001611656858585775,0.5158450636514103,0.9975633119281969,0.0021265487224735014,1611.6567867089393,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.7000000000000001,89317874,144722,74162,116490,0.44595959782600403,0.6110085248947144,0.6110085248947144,0.0016176817007362843,0.5155976044554851,0.9975585491336577,0.0021265487224735014,1617.6816509997093,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.6900000000000001,89317328,145268,74038,116614,0.4452921450138092,0.6116589307785034,0.6116589307785034,0.0016237848903983831,0.5153822604306276,0.9975538421095463,0.0021265487224735014,1623.7847602812687,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.68,89316810,145786,73925,116727,0.444652259349823,0.6122516393661499,0.6122516393661499,0.0016295749228447676,0.5151633465739571,0.9975493247048897,0.0021265487224735014,1629.5748895996715,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.67,89316291,146305,73833,116819,0.44396936893463135,0.6127341985702515,0.6127341985702515,0.0016353762475773692,0.5148751718634557,0.9975445619103505,0.0021265487224735014,1635.376196773901,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.66,89315760,146836,73721,116931,0.4433117210865021,0.6133216619491577,0.6133216619491577,0.0016413116827607155,0.5146395824769033,0.9975398883484957,0.0021265487224735014,1641.311638218055,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.65,89315271,147325,73608,117044,0.4427296817302704,0.6139143705368042,0.6139143705368042,0.0016467777313664556,0.5144553897677164,0.9975356944123207,0.0021265487224735014,1646.7776097174735,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.64,89314750,147846,73483,117169,0.44212213158607483,0.6145700216293335,0.6145700216293335,0.0016526012914255261,0.5142746771514476,0.9975312773944341,0.0021265487224735014,1652.601272603357,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.63,89314234,148362,73368,117284,0.4415048658847809,0.6151732206344604,0.6151732206344604,0.0016583690885454416,0.5140675741025326,0.9975268046061198,0.0021265487224735014,1658.3690462101054,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.62,89313707,148889,73274,117378,0.44082820415496826,0.6156662106513977,0.6156662106513977,0.0016642598202452064,0.5137803403344876,0.9975219748870671,0.0021265487224735014,1664.2597762309513,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.61,89313227,149369,73168,117484,0.44025737047195435,0.6162222027778625,0.6162222027778625,0.0016696251695975661,0.5135856357106604,0.9975178032590631,0.0021265487224735014,1669.6251470279267,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.6,89312718,149878,73057,117595,0.43965184688568115,0.6168044209480286,0.6168044209480286,0.001675314735621214,0.5133751601343872,0.9975133639330055,0.0021265487224735014,1675.314675643886,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.59,89312221,150375,72939,117713,0.43908342719078064,0.6174233555793762,0.6174233555793762,0.001680870191194117,0.5132013677841242,0.9975091365345737,0.0021265487224735014,1680.8700699899207,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.5800000000000001,89311741,150855,72841,117811,0.43850356340408325,0.6179373860359192,0.6179373860359192,0.0016862355405464768,0.5129822843027612,0.9975048756738852,0.0021265487224735014,1686.235440786896,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.5700000000000001,89311257,151339,72744,117908,0.4379175901412964,0.6184461712837219,0.6184461712837219,0.0016916455933824182,0.5127560540231625,0.9975005590427689,0.0021265487224735014,1691.6455230071795,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.56,89310738,151858,72643,118009,0.43728578090667725,0.6189759373664856,0.6189759373664856,0.0016974469181150198,0.5125043754804481,0.9974958966349998,0.0021265487224735014,1697.446830181409,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.55,89310256,152340,72540,118112,0.43672075867652893,0.6195161938667297,0.6195161938667297,0.0017028346192091703,0.5123009217702844,0.997491669236568,0.0021265487224735014,1702.8345566900384,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.54,89309775,152821,72461,118191,0.43610984086990356,0.6199305653572083,0.6199305653572083,0.0017082111444324255,0.5120217344224959,0.997487185294168,0.0021265487224735014,1708.2111053428407,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.53,89309275,153321,72374,118278,0.4354875981807709,0.6203868985176086,0.6203868985176086,0.0017138001276180148,0.5117479420576021,0.9974825786568268,0.0021265487224735014,1713.8000332563565,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.52,89308758,153838,72295,118357,0.43482428789138794,0.6208012700080872,0.6208012700080872,0.0017195791006088257,0.5114303421953365,0.9974776931673462,0.0021265487224735014,1719.5789847189321,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.51,89308248,154348,72194,118458,0.43422064185142517,0.6213310360908508,0.6213310360908508,0.001725279726088047,0.5111919519080794,0.9974731311463473,0.0021265487224735014,1725.2796911907185,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.5,89307758,154838,72095,118557,0.4336472749710083,0.621850311756134,0.621850311756134,0.0017307569505646825,0.5109697957132905,0.9974687698988887,0.0021265487224735014,1730.756840545964,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.49,89307289,155307,71985,118667,0.4331323504447937,0.622427225112915,0.622427225112915,0.001735999365337193,0.5108065394632927,0.9974647655821683,0.0021265487224735014,1735.999254928842,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.48000000000000004,89306783,155813,71896,118756,0.4325178861618042,0.6228940486907959,0.6228940486907959,0.0017416552873328328,0.5105358549505837,0.9974601143284848,0.0021265487224735014,1741.65524997732,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.47000000000000003,89306293,156303,71791,118861,0.4319642186164856,0.6234447956085205,0.6234447956085205,0.0017471325118094683,0.5103345534400276,0.9974558200055396,0.0021265487224735014,1747.1323993325657,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.46,89305760,156836,71683,118969,0.4313518702983856,0.6240112781524658,0.6240112781524658,0.0017530902987346053,0.5100963252572535,0.9974510795191714,0.0021265487224735014,1753.0901964883737,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.45,89305245,157351,71560,119092,0.43080127239227295,0.6246564388275146,0.6246564388275146,0.0017588469199836254,0.5099262354034412,0.9974467071176273,0.0021265487224735014,1758.8467922392952,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.44,89304725,157871,71468,119184,0.43018174171447754,0.6251389980316162,0.6251389980316162,0.0017646593041718006,0.5096524172387363,0.9974419331690024,0.0021265487224735014,1764.6592772693518,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.43,89304206,158390,71369,119283,0.42958083748817444,0.6256582736968994,0.6256582736968994,0.0017704606289044023,0.5094026602070874,0.9974372484530621,0.0021265487224735014,1770.4605844435814,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.42000000000000004,89303689,158907,71231,119421,0.4290657043457031,0.6263821125030518,0.6263821125030518,0.0017762396018952131,0.5092797161551842,0.9974330210546304,0.0021265487224735014,1776.2395359061568,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.41000000000000003,89303131,159465,71141,119511,0.428391695022583,0.6268541812896729,0.6268541812896729,0.0017824769020080566,0.5089602931084349,0.9974278009425827,0.0021265487224735014,1782.4767794576405,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.4,89302593,160003,71021,119631,0.427812784910202,0.627483606338501,0.627483606338501,0.0017884905682876706,0.5087585086793045,0.9974231385348136,0.0021265487224735014,1788.4904658925839,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.39,89302012,160584,70920,119732,0.427132248878479,0.6280133724212646,0.6280133724212646,0.001794984913431108,0.5084506985066664,0.9974177845737391,0.0021265487224735014,1794.9848001280893,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.38,89301476,161120,70820,119832,0.4265212416648865,0.6285378336906433,0.6285378336906433,0.0018009762279689312,0.5081890550417812,0.9974129213924297,0.0021265487224735014,1800.9761308513785,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.37,89300905,161691,70719,119933,0.4258621335029602,0.629067599773407,0.629067599773407,0.0018073588144034147,0.5078936761504793,0.9974076789722108,0.0021265487224735014,1807.3586865286136,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.36000000000000004,89300338,162258,70614,120038,0.4252203404903412,0.6296183466911316,0.6296183466911316,0.0018136965809389949,0.5076160573411154,0.9974025257846766,0.0021265487224735014,1813.6965307825405,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.35000000000000003,89299754,162842,70491,120161,0.42459267377853394,0.6302635073661804,0.6302635073661804,0.0018202244536951184,0.5073777308433496,0.9973973837512279,0.0021265487224735014,1820.2243985855273,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.34,89299166,163430,70397,120255,0.42390328645706177,0.6307565569877625,0.6307565569877625,0.0018267970299348235,0.5070445776869891,0.9973918736329552,0.0021265487224735014,1826.796977811822,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.33,89298580,164016,70282,120370,0.42326274514198303,0.6313597559928894,0.6313597559928894,0.0018333472544327378,0.5067805081081759,0.9973866200586509,0.0021265487224735014,1833.3472013264627,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.32,89297948,164648,70156,120496,0.42257946729660034,0.6320206522941589,0.6320206522941589,0.0018404116854071617,0.5065027883185834,0.9973809760913515,0.0021265487224735014,1840.4116062091468,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.31,89297304,165292,70044,120608,0.42185378074645996,0.6326081156730652,0.6326081156730652,0.0018476102268323302,0.5061693101168276,0.9973750421178271,0.0021265487224735014,1847.6101453617553,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.3,89296652,165944,69924,120728,0.42113634943962097,0.6332375407218933,0.6332375407218933,0.0018548981752246618,0.5058534713656276,0.9973691081443028,0.0021265487224735014,1854.8981073609802,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.29000000000000004,89296036,166560,69817,120835,0.4204491972923279,0.6337987780570984,0.6337987780570984,0.0018617837922647595,0.5055360668644234,0.9973634307147466,0.0021265487224735014,1861.783666550432,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.28,89295354,167242,69679,120973,0.4197317957878113,0.634522557258606,0.634522557258606,0.0018694070167839527,0.5052467493379236,0.9973573628921955,0.0021265487224735014,1869.4069642244676,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.27,89294627,167969,69561,121091,0.4189130365848541,0.6351414918899536,0.6351414918899536,0.001877533388324082,0.5048487413903542,0.9973505700540821,0.0021265487224735014,1877.5332654107199,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.26,89293925,168671,69432,121220,0.418157160282135,0.6358181238174438,0.6358181238174438,0.0018853802466765046,0.5045125917512461,0.9973441787630494,0.0021265487224735014,1885.3801202012962,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.25,89293144,169452,69304,121348,0.41729024052619934,0.6364895105361938,0.6364895105361938,0.0018941101152449846,0.5040917908628997,0.9973368951451709,0.0021265487224735014,1894.1100256022082,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.24000000000000002,89292397,170199,69154,121498,0.41652125120162964,0.637276291847229,0.637276291847229,0.0019024600042030215,0.5037763092014266,0.9973302361560844,0.0021265487224735014,1902.4598839050009,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.23,89291624,170972,69028,121624,0.4156721234321594,0.6379371881484985,0.6379371881484985,0.0019111004658043385,0.5033605961895058,0.9973230194627193,0.0021265487224735014,1911.1003664592965,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.22,89290830,171766,68898,121754,0.4148064851760864,0.638619065284729,0.638619065284729,0.0019199756206944585,0.5029369749410683,0.9973156131498995,0.0021265487224735014,1919.97558398596,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.21000000000000002,89289967,172629,68759,121893,0.41386720538139343,0.6393481492996216,0.6393481492996216,0.0019296221435070038,0.5024712764400224,0.9973075375919453,0.0021265487224735014,1929.6220735646884,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.2,89289104,173492,68621,122031,0.4129323363304138,0.6400719881057739,0.6400719881057739,0.001939268666319549,0.5020044368947644,0.9972994508799057,0.0021265487224735014,1939.268563143417,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.19,89288173,174423,68445,122207,0.4119846224784851,0.6409950852394104,0.6409950852394104,0.0019496752647683024,0.5015863387818918,0.9972910295452988,0.0021265487224735014,1949.6751469183837,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
2025-10-15-05-47-28-1530480,2025-10-15_05-47-28_1530480,2025-10-15_05-47-28_1530480,JaccardLoss,segformer,1,0.5,0.0001,16,150,0.18000000000000002,89287205,175391,68272,122380,0.4109869599342346,0.641902506351471,0.641902506351471,0.001960495486855507,0.5011229917423639,0.997282162047269,0.0021265487224735014,1960.4953113589504,evaluation_outputs_v2/2025-10-15_05-47-28_1530480/test_metrics.json,experiments_v2/2025-10-15_05-47-28_1530480/.hydra/config.yaml
